geo,year,age,sex,indicator,value_n,file
PT,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,0.4222063784,lfse_inactpt_lackcare
RO,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,0.3600449842,lfse_inactpt_lackcare
SE,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,3.346735168,lfse_inactpt_lackcare
SI,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,0.3949053626,lfse_inactpt_lackcare
SK,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5712838179,lfse_inactpt_lackcare
TR,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,0.4303893541,lfse_inactpt_lackcare
UK,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
AT,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,5.9466819128,lfse_inactpt_lackcare
BE,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,2.0864473871,lfse_inactpt_lackcare
BG,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,0.3588435216,lfse_inactpt_lackcare
CH,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,7.0730635359,lfse_inactpt_lackcare
CY,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,1.5107987164,lfse_inactpt_lackcare
CZ,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,1.1476576278,lfse_inactpt_lackcare
DE,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,2.9856429526,lfse_inactpt_lackcare
DK,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0628000932,lfse_inactpt_lackcare
EE,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,1.4584256222,lfse_inactpt_lackcare
EL,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,0.8129614652,lfse_inactpt_lackcare
ES,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,1.635253076,lfse_inactpt_lackcare
EU27_2020,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,2.6455515236,lfse_inactpt_lackcare
EUR20,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,3.1088994856,lfse_inactpt_lackcare
FI,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FR,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,3.4903599845,lfse_inactpt_lackcare
HR,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7140323942,lfse_inactpt_lackcare
HU,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,0.8626630997,lfse_inactpt_lackcare
IE,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,2.1160868426,lfse_inactpt_lackcare
IS,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,2.1875536888,lfse_inactpt_lackcare
IT,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,3.7812390693,lfse_inactpt_lackcare
LT,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5105133262,lfse_inactpt_lackcare
LU,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,3.3910251114,lfse_inactpt_lackcare
LV,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,1.6892134039,lfse_inactpt_lackcare
MK,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9698108031,lfse_inactpt_lackcare
MT,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0104616831,lfse_inactpt_lackcare
NL,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,10.326608407,lfse_inactpt_lackcare
NO,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,2.7186787164,lfse_inactpt_lackcare
PL,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,1.4572144355,lfse_inactpt_lackcare
PT,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,0.4800819166,lfse_inactpt_lackcare
RO,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,0.3872061088,lfse_inactpt_lackcare
SE,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,3.2997939026,lfse_inactpt_lackcare
SI,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,0.3902180322,lfse_inactpt_lackcare
SK,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6182995614,lfse_inactpt_lackcare
TR,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,0.4717354479,lfse_inactpt_lackcare
UK,2006,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
AT,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BE,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BG,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CH,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CY,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CZ,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DE,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DK,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EE,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EL,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
ES,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EU27_2020,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EUR20,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FI,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FR,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
HR,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
HU,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IE,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IS,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IT,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LT,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LU,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LV,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
MT,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NL,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NO,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PL,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PT,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
RO,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SE,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SI,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SK,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
UK,2005,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
AT,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BE,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BG,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CH,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CY,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CZ,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DE,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DK,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EE,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EL,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
ES,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EU27_2020,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EUR20,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FI,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FR,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
HR,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
HU,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IE,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IS,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IT,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LT,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LU,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LV,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
MT,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NL,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NO,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PL,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PT,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
RO,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SE,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SI,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SK,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
UK,2004,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
AT,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BE,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BG,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CH,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CY,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CZ,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DE,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DK,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EE,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EL,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
ES,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EU27_2020,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EUR20,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FI,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FR,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
HR,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
HU,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IE,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IS,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IT,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LT,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LU,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LV,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
MT,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NL,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NO,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PL,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PT,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
RO,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SE,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SI,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SK,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
UK,2003,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
AT,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BE,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BG,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CH,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CY,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CZ,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DE,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DK,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EE,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EL,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
ES,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EU27_2020,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EUR20,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FI,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FR,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
HR,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
HU,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IE,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IS,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IT,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LT,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LU,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LV,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
MT,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NL,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NO,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PL,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PT,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
RO,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SE,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SI,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SK,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
UK,2002,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
AT,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BE,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BG,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CH,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CY,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CZ,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DE,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DK,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EE,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EL,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
ES,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FI,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FR,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
HU,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IE,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IS,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IT,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LT,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LU,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LV,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
MT,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NL,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NO,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PL,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PT,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
RO,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SE,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SI,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SK,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
UK,2001,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
AT,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BE,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
BG,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CH,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CY,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
CZ,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DE,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
DK,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EE,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
EL,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
ES,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FI,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
FR,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
HU,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IE,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IS,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
IT,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LT,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LU,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
LV,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
MT,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NL,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
NO,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PL,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
PT,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
RO,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SE,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SI,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
SK,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
UK,2000,Y15-64,T,INACTPT_CARERESP_ONPOP,,lfse_inactpt_lackcare
